chembl_id,drug_name,smiles,phase,target_proteins,target_count,hERG_results_hERG_inhibition,AMES_results_AMES_mutagenic,CYP3A4_results_CYP3A4_inhibition,PGP_results_PGP_inhibition,PAMPA_results_PAMPA_permeability,BBB_results_BBB_penetration,Solubility_results_logS,Lipophilicity_results_logP,hERG_flag,AMES_flag,CYP3A4_inhib,PGP_inhib,PAMPA_good,BBB_pen,logS,logP,admet_composite_score,safety_flags,target_coverage_score,composite_score,data_sources,ranking_rationale,insufficient_data
CHEMBL1000,CETIRIZINE,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,4.0,['HRH1'],1,1.0,,,0.0,,0.0,-2.9,3.148200000000002,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: HRH1; Safety: None; logS=N/A,True
CHEMBL1004,DOXYLAMINE,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,3.0,['HRH1'],1,0.0,,,0.0,,1.0,-2.4,2.923300000000001,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: HRH1; Safety: None; logS=N/A,True
CHEMBL1005,REMIFENTANIL,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,3.0,['OPRM1'],1,1.0,,,1.0,,1.0,-2.3,2.0002999999999997,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: OPRM1; Safety: None; logS=N/A,True
CHEMBL1008,BEPRIDIL,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,4.0,"['CACNA1A', 'CACNA2D1']",2,1.0,,,1.0,,1.0,-3.93,4.830200000000005,,,,,,,,,1.0,None,0.08695652173913043,31.521739130434785,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=2; Top targets: CACNA1A, CACNA2D1; Safety: None; logS=N/A",True
CHEMBL101,PHENYLBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,4.0,"['PTGS1', 'PTGS2']",2,0.0,,,0.0,,0.0,-4.38,3.7878000000000025,,,,,,,,,1.0,None,0.08695652173913043,31.521739130434785,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=2; Top targets: PTGS1, PTGS2; Safety: None; logS=N/A",True
CHEMBL101253,VATALANIB,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,3.0,"['KIT', 'PDGFRB']",2,1.0,,,1.0,,,-4.27,5.012600000000003,,,,,,,,,1.0,None,0.08695652173913043,31.521739130434785,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=2; Top targets: KIT, PDGFRB; Safety: None; logS=N/A",True
CHEMBL1014,CANDESARTAN CILEXETIL,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,4.0,['AGTR1'],1,0.0,,,0.0,,0.0,-7.69,6.319100000000007,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: AGTR1; Safety: None; logS=N/A,True
CHEMBL1016,CANDESARTAN,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,3.0,['AGTR1'],1,0.0,,,0.0,,0.0,-6.17,4.028600000000002,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: AGTR1; Safety: None; logS=N/A,True
CHEMBL1017,TELMISARTAN,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,4.0,['AGTR1'],1,0.0,,,0.0,,0.0,-3.93,7.2644200000000065,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: AGTR1; Safety: None; logS=N/A,True
CHEMBL1020,TOLMETIN,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,4.0,"['PTGS1', 'PTGS2']",2,0.0,,,0.0,,0.0,-3.83,2.1916200000000003,,,,,,,,,1.0,None,0.08695652173913043,31.521739130434785,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=2; Top targets: PTGS1, PTGS2; Safety: None; logS=N/A",True
CHEMBL1021,NEPAFENAC,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,4.0,"['PTGS1', 'PTGS2']",2,0.0,,,0.0,,0.0,-3.68,1.5276,,,,,,,,,1.0,None,0.08695652173913043,31.521739130434785,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=2; Top targets: PTGS1, PTGS2; Safety: None; logS=N/A",True
CHEMBL10316,IDAZOXAN,c1ccc2c(c1)OCC(C1=NCCN1)O2,3.0,"['ADRA2A', 'ADRA2B', 'ADRA2C']",3,0.0,,,0.0,,0.0,-2.27,0.8280999999999995,,,,,,,,,1.0,None,0.13043478260869565,34.78260869565217,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=3; Top targets: ADRA2A, ADRA2B, ADRA2C; Safety: None; logS=N/A",True
CHEMBL1034,DICLOFENAC SODIUM,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],4.0,"['PTGS1', 'PTGS2']",2,0.0,,,0.0,,1.0,-2.41,0.033399999999999,,,,,,,,,1.0,None,0.08695652173913043,31.521739130434785,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=2; Top targets: PTGS1, PTGS2; Safety: None; logS=N/A",True
CHEMBL1040,CALCIFEDIOL ANHYDROUS,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,3.0,['VDR'],1,0.0,,,1.0,,1.0,-4.52,6.733900000000008,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: VDR; Safety: None; logS=N/A,True
CHEMBL1042,CHOLECALCIFEROL,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,4.0,['VDR'],1,0.0,,,1.0,,1.0,-6.01,7.619000000000008,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: VDR; Safety: None; logS=N/A,True
CHEMBL1046,AMINOCAPROIC ACID,NCCCCCC(=O)O,4.0,['PLG'],1,0.0,,,0.0,,0.0,-0.72,0.5901000000000001,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: PLG; Safety: None; logS=N/A,True
CHEMBL1059,PREGABALIN,CC(C)C[C@H](CN)CC(=O)O,4.0,['CACNA2D1'],1,0.0,,,0.0,,1.0,-0.0289,1.0821,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: CACNA2D1; Safety: None; logS=N/A,True
CHEMBL1064,SIMVASTATIN,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,4.0,['HMGCR'],1,0.0,,,1.0,,1.0,-6.25,4.585600000000005,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: HMGCR; Safety: None; logS=N/A,True
CHEMBL1069,VALSARTAN,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,4.0,['AGTR1'],1,0.0,,,0.0,,1.0,-3.58,4.161700000000002,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: AGTR1; Safety: None; logS=N/A,True
CHEMBL107,COLCHICINE,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,4.0,"['TUBB', 'TUBB1', 'TUBB2A', 'TUBB2B', 'TUBB3', 'TUBB4A', 'TUBB4B', 'TUBB6', 'TUBB8']",9,0.0,,,0.0,,1.0,-1.12,2.871600000000001,,,,,,,,,1.0,None,0.391304347826087,54.347826086956516,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=9; Top targets: TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3...; Safety: None; logS=N/A",True
CHEMBL1070,NABUMETONE,COc1ccc2cc(CCC(C)=O)ccc2c1,4.0,['PTGS2'],1,1.0,,,1.0,,1.0,-2.35,3.370000000000002,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: PTGS2; Safety: None; logS=N/A,True
CHEMBL1071,OXAPROZIN,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,4.0,"['PTGS1', 'PTGS2']",2,0.0,,,0.0,,0.0,-2.44,4.025800000000003,,,,,,,,,1.0,None,0.08695652173913043,31.521739130434785,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=2; Top targets: PTGS1, PTGS2; Safety: None; logS=N/A",True
CHEMBL107430,NRX195183,CC1(C)CCC(C)(C)c2c1cc(C(=O)Nc1cc(F)c(C(=O)O)c(F)c1)c(O)c2Cl,2.0,['RARA'],1,0.0,,,0.0,,0.0,-7.35,5.623300000000005,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: RARA; Safety: None; logS=N/A,True
CHEMBL1076903,VARENICLINE,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,4.0,"['CHRNA4', 'CHRNB2']",2,0.0,,,0.0,,0.0,-0.236,1.8039,,,,,,,,,1.0,None,0.08695652173913043,31.521739130434785,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=2; Top targets: CHRNA4, CHRNB2; Safety: None; logS=N/A",True
CHEMBL1077,BROMFENAC,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,4.0,"['PTGS1', 'PTGS2']",2,0.0,,,0.0,,1.0,-3.66,2.889400000000001,,,,,,,,,1.0,None,0.08695652173913043,31.521739130434785,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=2; Top targets: PTGS1, PTGS2; Safety: None; logS=N/A",True
CHEMBL1078178,MOMELOTINIB,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,3.0,"['JAK1', 'JAK2']",2,0.0,,,0.0,,1.0,-4.73,2.9771800000000015,,,,,,,,,1.0,None,0.08695652173913043,31.521739130434785,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=2; Top targets: JAK1, JAK2; Safety: None; logS=N/A",True
CHEMBL1079,TIZANIDINE,Clc1ccc2nsnc2c1NC1=NCCN1,3.0,"['ADRA2A', 'ADRA2B', 'ADRA2C']",3,1.0,,,0.0,,1.0,-2.98,1.715799999999999,,,,,,,,,1.0,None,0.13043478260869565,34.78260869565217,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=3; Top targets: ADRA2A, ADRA2B, ADRA2C; Safety: None; logS=N/A",True
CHEMBL1082407,ENZALUTAMIDE,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,4.0,['AR'],1,0.0,,,0.0,,,-3.26,3.992480000000003,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: AR; Safety: None; logS=N/A,True
CHEMBL1082462,DBPR-108,CC(C)(CC(=O)N1CCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,3.0,['DPP4'],1,0.0,,,0.0,,1.0,-0.219,0.8296800000000002,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: DPP4; Safety: None; logS=N/A,True
CHEMBL1083385,CLOPIDOGREL BISULFATE,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,4.0,['P2RY12'],1,0.0,,,0.0,,1.0,-2.78,3.021100000000001,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: P2RY12; Safety: None; logS=N/A,True
CHEMBL1089636,ANG1005,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](OC(=O)CCC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)CNC(=O)CNC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)CCC(=O)O[C@@H](C(=O)O[C@H]4C[C@@]5(O)[C@@H](OC(=O)c6ccccc6)[C@@H]6[C@]7(OC(C)=O)CO[C@@H]7C[C@H](O)[C@@]6(C)C(=O)[C@H](OC(C)=O)C(=C4C)C5(C)C)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCCCNC(=O)CCC(=O)O[C@@H](C(=O)O[C@H]4C[C@@]5(O)[C@@H](OC(=O)c6ccccc6)[C@@H]6[C@]7(OC(C)=O)CO[C@@H]7C[C@H](O)[C@@]6(C)C(=O)[C@H](OC(C)=O)C(=C4C)C5(C)C)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)O)[C@@H](C)O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,2.0,"['TUBB', 'TUBB1', 'TUBB2A', 'TUBB2B', 'TUBB3', 'TUBB4A', 'TUBB4B', 'TUBB6', 'TUBB8']",9,0.0,,,0.0,,0.0,-11.5,1.3761400000000212,,,,,,,,,1.0,None,0.391304347826087,54.347826086956516,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=9; Top targets: TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3...; Safety: None; logS=N/A",True
CHEMBL1091,HYDROCORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,4.0,['NR3C1'],1,0.0,,,0.0,,,-4.32,2.3524000000000003,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: NR3C1; Safety: None; logS=N/A,True
CHEMBL1094,FELBAMATE,NC(=O)OCC(COC(N)=O)c1ccccc1,4.0,"['GRIN1', 'GRIN2A', 'GRIN2B', 'GRIN2C', 'GRIN2D', 'GRIN3A', 'GRIN3B']",7,0.0,,,0.0,,1.0,-1.3,0.9607999999999992,,,,,,,,,1.0,None,0.30434782608695654,47.82608695652174,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=7; Top targets: GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D...; Safety: None; logS=N/A",True
CHEMBL1095032,LETAXABAN,O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1,2.0,['F10'],1,1.0,,,1.0,,1.0,-5.57,2.0341,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: F10; Safety: None; logS=N/A,True
CHEMBL1096,AMLEXANOX,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,4.0,"['PDE4A', 'PDE4B', 'PDE4C', 'PDE4D']",4,0.0,,,0.0,,0.0,-4.59,2.745,,,,,,,,,1.0,None,0.17391304347826086,38.04347826086957,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=4; Top targets: PDE4A, PDE4B, PDE4C, PDE4D; Safety: None; logS=N/A",True
CHEMBL1096380,PLINABULIN,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,3.0,"['TUBB', 'TUBB1', 'TUBB2A', 'TUBB2B', 'TUBB3', 'TUBB4A', 'TUBB4B', 'TUBB6', 'TUBB8']",9,0.0,,,0.0,,0.0,-5.1,0.7413999999999987,,,,,,,,,1.0,None,0.391304347826087,54.347826086956516,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=9; Top targets: TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3...; Safety: None; logS=N/A",True
CHEMBL109648,CLAZOSENTAN,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nnn[nH]3)c2)nc1OCCO,3.0,['EDNRA'],1,0.0,,,,,1.0,-3.61,2.3949200000000004,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: EDNRA; Safety: None; logS=N/A,True
CHEMBL1097279,CANGRELOR TETRASODIUM,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],4.0,['P2RY12'],1,0.0,,,0.0,,1.0,1.03,-11.661500000000013,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: P2RY12; Safety: None; logS=N/A,True
CHEMBL11,IMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccccc21,4.0,['SLC6A4'],1,0.0,,,0.0,,1.0,-4.33,3.875000000000002,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: SLC6A4; Safety: None; logS=N/A,True
CHEMBL1106,EPINASTINE,NC1=NCC2c3ccccc3Cc3ccccc3N12,4.0,['HRH1'],1,0.0,,,0.0,,1.0,-4.36,2.4668,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: HRH1; Safety: None; logS=N/A,True
CHEMBL1111,AMBRISENTAN,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,4.0,['EDNRA'],1,0.0,,,0.0,,1.0,-2.6,3.515640000000001,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: EDNRA; Safety: None; logS=N/A,True
CHEMBL1113,AMOXAPINE,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,4.0,['SLC6A4'],1,1.0,,,1.0,,1.0,-4.94,3.4292000000000025,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: SLC6A4; Safety: None; logS=N/A,True
CHEMBL1118,DESVENLAFAXINE,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,4.0,['SLC6A4'],1,0.0,,,0.0,,1.0,-0.298,2.7326000000000006,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: SLC6A4; Safety: None; logS=N/A,True
CHEMBL112,ACETAMINOPHEN,CC(=O)Nc1ccc(O)cc1,4.0,"['FAAH', 'PTGS1', 'PTGS2', 'TRPV1']",4,0.0,,,0.0,,1.0,-1.28,1.3505999999999998,,,,,,,,,1.0,None,0.17391304347826086,38.04347826086957,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=4; Top targets: FAAH, PTGS1, PTGS2, TRPV1; Safety: None; logS=N/A",True
CHEMBL1120,BISMUTH SUBSALICYLATE,N/A,4.0,"['PTGS1', 'PTGS2']",2,,,,,,,,,,,,,,,,,1.0,None,0.08695652173913043,31.521739130434785,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=2; Top targets: PTGS1, PTGS2; Safety: None; logS=N/A",True
CHEMBL1131,ACITRETIN,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,4.0,"['RARA', 'RARB', 'RARG']",3,0.0,,,0.0,,0.0,-3.98,5.167060000000005,,,,,,,,,1.0,None,0.13043478260869565,34.78260869565217,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=3; Top targets: RARA, RARB, RARG; Safety: None; logS=N/A",True
CHEMBL1144,PRAVASTATIN,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,4.0,['HMGCR'],1,0.0,,,0.0,,0.0,-1.98,2.4404000000000003,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: HMGCR; Safety: None; logS=N/A,True
CHEMBL1152,PREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,4.0,['NR3C1'],1,0.0,,,0.0,,1.0,-4.24,2.1284,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: NR3C1; Safety: None; logS=N/A,True
CHEMBL1159650,CLOBETASOL PROPIONATE,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,4.0,['NR3C1'],1,0.0,,,0.0,,1.0,-4.62,4.103100000000003,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: NR3C1; Safety: None; logS=N/A,True
CHEMBL1161,MOMETASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,4.0,['NR3C1'],1,0.0,,,1.0,,1.0,-4.09,4.869200000000005,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: NR3C1; Safety: None; logS=N/A,True
CHEMBL1162175,REGRELOR,CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21,2.0,['P2RY12'],1,0.0,,,0.0,,1.0,-4.33,1.7978999999999998,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: P2RY12; Safety: None; logS=N/A,True
CHEMBL1165,MOEXIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,4.0,['ACE'],1,0.0,,,,,1.0,-2.19,2.5843,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: ACE; Safety: None; logS=N/A,True
CHEMBL1168,RAMIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,4.0,['ACE'],1,0.0,,,0.0,,1.0,-2.14,2.3831999999999995,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: ACE; Safety: None; logS=N/A,True
CHEMBL1170,TESTOSTERONE PROPIONATE,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1.0,['AR'],1,0.0,,,1.0,,0.0,-5.04,4.840100000000005,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: AR; Safety: None; logS=N/A,True
CHEMBL1171837,PONATINIB,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,3.0,"['ABL1', 'BCR']",2,0.0,,,1.0,,1.0,-3.02,4.456020000000003,,,,,,,,,1.0,None,0.08695652173913043,31.521739130434785,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,"Targets=2; Top targets: ABL1, BCR; Safety: None; logS=N/A",True
CHEMBL1172,DESLORATADINE,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,4.0,['HRH1'],1,0.0,,,1.0,,0.0,-3.39,4.018900000000002,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: HRH1; Safety: None; logS=N/A,True
CHEMBL1175,DULOXETINE,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,3.0,['SLC6A4'],1,0.0,,,0.0,,1.0,-3.42,4.630900000000003,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: SLC6A4; Safety: None; logS=N/A,True
CHEMBL118,CELECOXIB,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,4.0,['PTGS2'],1,1.0,,,1.0,,1.0,-4.48,3.5139200000000006,,,,,,,,,1.0,None,0.043478260869565216,28.26086956521739,results/repurposing_candidates.csv;results/associated_genes.csv;results/*_results.csv,Targets=1; Top targets: PTGS2; Safety: None; logS=N/A,True
